family,n,k,seed,algo,tour_len,offline_opt_lb,competitive_ratio,time_ms,status
A,40,6,0,CNN,10.263429540329188,6.276727658227595,1.6351561034953914,4,OK
A,40,12,0,CR,8.831951672974448,6.276727658227595,1.4070949312891472,391,OK
A,40,12,0,CNN,8.873552398717411,6.276727658227595,1.413722704232017,4,OK
A,40,0,1,CR,6.276727658227593,6.276727658227595,0.9999999999999996,395,OK
A,40,0,1,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,1,CR,6.276727658227593,6.276727658227595,0.9999999999999996,422,OK
A,40,6,1,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,12,1,CR,6.276727658227593,6.276727658227595,0.9999999999999996,421,OK
A,40,12,1,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,0,2,CR,6.276727658227593,6.276727658227595,0.9999999999999996,418,OK
A,40,0,2,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,2,CR,10.724835158329077,6.276727658227595,1.7086666400558035,408,OK
A,40,6,2,CNN,10.816007333138929,6.276727658227595,1.723192071104312,5,OK
A,40,12,2,CR,6.276727658227593,6.276727658227595,0.9999999999999996,407,OK
A,40,12,2,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,0,3,CR,6.276727658227593,6.276727658227595,0.9999999999999996,400,OK
A,40,0,3,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,3,CR,6.588629135477136,6.276727658227595,1.0496917333733125,439,OK
A,40,6,3,CNN,6.901498065557598,6.276727658227595,1.0995376000599688,4,OK
A,40,12,3,CR,6.276727658227593,6.276727658227595,0.9999999999999996,427,OK
A,40,12,3,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,0,4,CR,6.276727658227593,6.276727658227595,0.9999999999999996,398,OK
A,40,0,4,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,4,CR,6.276727658227593,6.276727658227595,0.9999999999999996,399,OK
A,40,6,4,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,12,4,CR,10.038958535926614,6.276727658227595,1.5993936781321794,406,OK
A,40,12,4,CNN,10.226513567777229,6.276727658227595,1.6292746992729907,4,OK
A,40,0,5,CR,6.276727658227593,6.276727658227595,0.9999999999999996,402,OK
A,40,0,5,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,5,CR,6.276727658227593,6.276727658227595,0.9999999999999996,402,OK
A,40,6,5,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,12,5,CR,10.088053362597517,6.276727658227595,1.6072154013841908,397,OK
A,40,12,5,CNN,10.226513567777225,6.276727658227595,1.62927469927299,4,OK
A,40,0,6,CR,6.276727658227593,6.276727658227595,0.9999999999999996,421,OK
A,40,0,6,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,6,CR,6.898601671733259,6.276727658227595,1.0990761504030697,399,OK
A,40,6,6,CNN,6.9014980655576,6.276727658227595,1.0995376000599693,3,OK
A,40,12,6,CR,6.276727658227593,6.276727658227595,0.9999999999999996,398,OK
A,40,12,6,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,0,7,CR,6.276727658227593,6.276727658227595,0.9999999999999996,398,OK
A,40,0,7,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,7,CR,6.276727658227593,6.276727658227595,0.9999999999999996,399,OK
A,40,6,7,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,12,7,CR,10.11267668140724,6.276727658227595,1.611138356170583,398,OK
A,40,12,7,CNN,10.275760205396674,6.276727658227595,1.6371206088457746,4,OK
A,40,0,8,CR,6.276727658227593,6.276727658227595,0.9999999999999996,405,OK
A,40,0,8,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,8,CR,6.276727658227593,6.276727658227595,0.9999999999999996,401,OK
A,40,6,8,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,12,8,CR,7.792189878150259,6.276727658227595,1.2414414488632752,402,OK
A,40,12,8,CNN,8.091722204354863,6.276727658227595,1.2891625453508653,4,OK
A,40,0,9,CR,6.276727658227593,6.276727658227595,0.9999999999999996,403,OK
A,40,0,9,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,9,CR,6.276727658227593,6.276727658227595,0.9999999999999996,403,OK
A,40,6,9,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,12,9,CR,11.140297939080675,6.276727658227595,1.7748576241758498,400,OK
A,40,12,9,CNN,11.242862162968631,6.276727658227595,1.7911980215090866,4,OK
A,40,0,10,CR,6.276727658227593,6.276727658227595,0.9999999999999996,397,OK
A,40,0,10,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,4,OK
A,40,6,10,CR,6.276727658227593,6.276727658227595,0.9999999999999996,405,OK
A,40,6,10,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,12,10,CR,6.276727658227593,6.276727658227595,0.9999999999999996,404,OK
A,40,12,10,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,4,OK
A,40,0,11,CR,6.276727658227593,6.276727658227595,0.9999999999999996,408,OK
A,40,0,11,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,11,CR,6.9014980655576,6.276727658227595,1.0995376000599693,398,OK
A,40,6,11,CNN,13.177258270954269,6.276727658227595,2.099383466746624,4,OK
A,40,12,11,CR,9.053867507514141,6.276727658227595,1.4424502703484743,406,OK
A,40,12,11,CNN,9.317384067796798,6.276727658227595,1.4844333823506715,4,OK
A,40,0,12,CR,6.276727658227593,6.276727658227595,0.9999999999999996,390,OK
A,40,0,12,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,6,OK
A,40,6,12,CR,6.276727658227593,6.276727658227595,0.9999999999999996,399,OK
A,40,6,12,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,12,12,CR,9.442156331399065,6.276727658227595,1.5043119353796075,400,OK
A,40,12,12,CNN,9.686320862813044,6.276727658227595,1.5432119075799189,4,OK
A,40,0,13,CR,6.276727658227593,6.276727658227595,0.9999999999999996,396,OK
A,40,0,13,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,13,CR,6.276727658227593,6.276727658227595,0.9999999999999996,404,OK
A,40,6,13,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,12,13,CR,6.898601671733259,6.276727658227595,1.0990761504030697,404,OK
A,40,12,13,CNN,6.9014980655576,6.276727658227595,1.0995376000599693,3,OK
A,40,0,14,CR,6.276727658227593,6.276727658227595,0.9999999999999996,397,OK
A,40,0,14,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,4,OK
A,40,6,14,CR,6.276727658227593,6.276727658227595,0.9999999999999996,400,OK
A,40,6,14,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,12,14,CR,10.705119898516493,6.276727658227595,1.7055256307773874,398,OK
A,40,12,14,CNN,10.843580103696203,6.276727658227595,1.727584928666187,4,OK
A,40,0,15,CR,6.276727658227593,6.276727658227595,0.9999999999999996,401,OK
A,40,0,15,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,15,CR,6.9014980655576,6.276727658227595,1.0995376000599693,392,OK
A,40,6,15,CNN,7.21533444846898,6.276727658227595,1.149537600059969,4,OK
A,40,12,15,CR,8.071820142851978,6.276727658227595,1.285991775072694,401,OK
A,40,12,15,CNN,8.091722204354863,6.276727658227595,1.2891625453508653,4,OK
A,40,0,16,CR,6.276727658227593,6.276727658227595,0.9999999999999996,398,OK
A,40,0,16,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,4,OK
A,40,6,16,CR,9.606135391025907,6.276727658227595,1.530436863615405,394,OK
A,40,6,16,CNN,9.686320862813044,6.276727658227595,1.5432119075799189,3,OK
A,40,12,16,CR,6.276727658227593,6.276727658227595,0.9999999999999996,398,OK
A,40,12,16,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,0,17,CR,6.276727658227593,6.276727658227595,0.9999999999999996,403,OK
A,40,0,17,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,17,CR,6.276727658227593,6.276727658227595,0.9999999999999996,392,OK
A,40,6,17,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,12,17,CR,10.088053362597517,6.276727658227595,1.6072154013841908,393,OK
A,40,12,17,CNN,10.226513567777225,6.276727658227595,1.62927469927299,4,OK
A,40,0,18,CR,6.276727658227593,6.276727658227595,0.9999999999999996,396,OK
A,40,0,18,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,18,CR,6.276727658227593,6.276727658227595,0.9999999999999996,400,OK
A,40,6,18,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,12,18,CR,6.276727658227593,6.276727658227595,0.9999999999999996,394,OK
A,40,12,18,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,4,OK
A,40,0,19,CR,6.276727658227593,6.276727658227595,0.9999999999999996,398,OK
A,40,0,19,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,4,OK
A,40,6,19,CR,6.276727658227593,6.276727658227595,0.9999999999999996,401,OK
A,40,6,19,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,12,19,CR,10.068259111214603,6.276727658227595,1.6040618072726212,389,OK
A,40,12,19,CNN,10.285114718353203,6.276727658227595,1.6386109575538736,4,OK
A,40,0,20,CR,6.276727658227593,6.276727658227595,0.9999999999999996,397,OK
A,40,0,20,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,20,CR,10.088053362597517,6.276727658227595,1.6072154013841908,403,OK
A,40,6,20,CNN,10.226513567777225,6.276727658227595,1.62927469927299,4,OK
A,40,12,20,CR,6.898601671733258,6.276727658227595,1.0990761504030693,392,OK
A,40,12,20,CNN,7.209541660820297,6.276727658227595,1.1486147007461698,3,OK
A,40,0,21,CR,6.276727658227593,6.276727658227595,0.9999999999999996,393,OK
A,40,0,21,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,21,CR,6.898601671733259,6.276727658227595,1.0990761504030697,395,OK
A,40,6,21,CNN,6.9014980655576,6.276727658227595,1.0995376000599693,3,OK
A,40,12,21,CR,8.071820142851976,6.276727658227595,1.2859917750726935,404,OK
A,40,12,21,CNN,8.365754464260469,6.276727658227595,1.3328210047945217,4,OK
A,40,0,22,CR,6.276727658227593,6.276727658227595,0.9999999999999996,389,OK
A,40,0,22,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,22,CR,9.748614127340295,6.276727658227595,1.5531363886023821,399,OK
A,40,6,22,CNN,9.971278335441824,6.276727658227595,1.5886109575538738,4,OK
A,40,12,22,CR,9.257687933890942,6.276727658227595,1.4749226727649838,397,OK
A,40,12,22,CNN,9.3173840677968,6.276727658227595,1.4844333823506717,3,OK
A,40,0,23,CR,6.276727658227593,6.276727658227595,0.9999999999999996,435,OK
A,40,0,23,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,23,CR,6.276727658227593,6.276727658227595,0.9999999999999996,396,OK
A,40,6,23,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,12,23,CR,10.112676681407242,6.276727658227595,1.6111383561705832,401,OK
A,40,12,23,CNN,10.263429540329188,6.276727658227595,1.6351561034953914,4,OK
A,40,0,24,CR,6.276727658227593,6.276727658227595,0.9999999999999996,398,OK
A,40,0,24,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,24,CR,6.276727658227593,6.276727658227595,0.9999999999999996,398,OK
A,40,6,24,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,12,24,CR,6.276727658227593,6.276727658227595,0.9999999999999996,392,OK
A,40,12,24,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,0,25,CR,6.276727658227593,6.276727658227595,0.9999999999999996,402,OK
A,40,0,25,CNN,6.276727658227593,6.276727658227595,0.9999999999999996,3,OK
A,40,6,25,CR,6.276727658227593,6.276727658227595,0.9999999999999996,399,OK
